loan_status,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value
0,0,1,1,0.958762886597938,0.808673469387755,0,0.333333333333333,0.287671232876712,0.5,0.622107969151671,0.380952380952381
0,0.4,0,1,0.948453608247423,0.75765306122449,0.777777777777778,0.441666666666667,0.0445205479452055,0.201030927835052,0.717223650385604,0.612244897959184
0,0.8,1,1,0.309278350515464,0.318877551020408,0.333333333333333,0.563333333333333,0.150684931506849,0.134020618556701,0.197943444730077,0.258503401360544
1,0,1,0,0.701030927835051,0.459183673469388,0.222222222222222,0.401666666666667,0.219178082191781,0.329896907216495,0.526992287917738,0.564625850340136
1,1,1,0,0.690721649484536,0.482142857142857,0.555555555555556,0.18,0.345890410958904,0.257731958762887,0.632390745501285,0.612244897959184
0,0.4,1,1,0.876288659793814,0.474489795918367,0,0.423333333333333,0.136986301369863,0.0979381443298969,0.455012853470437,0.782312925170068
0,0,1,0,0.56701030927835,0.535714285714286,0.111111111111111,0.661666666666667,0.106164383561644,0.350515463917526,0.506426735218509,0.374149659863946
0,0,0,1,0.402061855670103,0.275510204081633,0.777777777777778,0.808333333333333,0.236301369863014,0.27319587628866,0.210796915167095,0.326530612244898
0,0.6,1,0,0.319587628865979,0.326530612244898,0,0.423333333333333,0.208904109589041,0.128865979381443,0.16452442159383,0.258503401360544
0,1,1,0,0.639175257731959,0.459183673469388,0.333333333333333,0.661666666666667,0.345890410958904,0.185567010309278,0.570694087403599,0.244897959183673
0,0.8,1,0,0.907216494845361,0.732142857142857,0.777777777777778,0.483333333333333,0.160958904109589,0.804123711340206,0.74293059125964,0.836734693877551
1,0.6,1,1,0.484536082474227,0.316326530612245,0.333333333333333,0.181666666666667,0.0719178082191781,0.128865979381443,0.488431876606684,0.319727891156463
1,1,1,1,0.639175257731959,0.510204081632653,0.777777777777778,0.0800000000000001,0.345890410958904,0.561855670103093,0.516709511568124,0.469387755102041
0,0.6,0,0,0.371134020618557,0.293367346938775,0.111111111111111,0.656666666666667,0.00342465753424658,0.0257731958762887,0.205655526992288,0.346938775510204
0,0.6,0,1,0.577319587628866,0.441326530612245,0.222222222222222,0.7,0.171232876712329,0.216494845360825,0.475578406169666,0.448979591836735
0,0.6,1,1,0.907216494845361,0.795918367346939,0.444444444444444,0.916666666666667,0.75,0.639175257731959,0.858611825192802,0.54421768707483
0,0.8,0,1,0.278350515463918,0.142857142857143,0.888888888888889,0.535,0.0102739726027397,0.15979381443299,0.210796915167095,0.238095238095238
0,1,1,1,0.412371134020619,0.278061224489796,0,0.763333333333333,0.184931506849315,0.335051546391753,0.239074550128535,0.258503401360544
1,0.6,0,0,0.463917525773196,0.267857142857143,0.333333333333333,0.378333333333333,0.458904109589041,0.15979381443299,0.341902313624679,0.326530612244898
0,0.4,1,1,0.628865979381443,0.454081632653061,0.222222222222222,0.618333333333333,0.273972602739726,0.422680412371134,0.331619537275064,0.36734693877551
0,0.8,0,1,0.927835051546392,0.466836734693878,0,0.981666666666667,0.924657534246575,0.216494845360825,0.848329048843188,0.659863945578231
0,0.4,0,0,0.206185567010309,0.114795918367347,0.222222222222222,0.701666666666667,0.0650684931506849,0.00515463917525773,0.169665809768638,0.149659863945578
0,0.2,0,0,0.257731958762887,0.198979591836735,0.777777777777778,0.651666666666667,0.0719178082191781,0.185567010309278,0.200514138817481,0.142857142857143
1,0,1,0,0.371134020618557,0.369897959183673,0.444444444444444,0.15,0.205479452054794,0.293814432989691,0.236503856041131,0.312925170068027
0,0,0,0,0.515463917525773,0.303571428571429,0.777777777777778,0.805,0.174657534246575,0.103092783505155,0.285347043701799,0.346938775510204
0,0.6,0,0,0.144329896907216,0.0816326530612245,0.444444444444444,0.906666666666667,0.157534246575342,0.11340206185567,0.125964010282776,0.108843537414966
1,0.4,0,1,0.257731958762887,0.23469387755102,0.444444444444444,0.223333333333333,0.0958904109589041,0.077319587628866,0.200514138817481,0.122448979591837
1,0,1,1,0.278350515463918,0.186224489795918,0.333333333333333,0.0333333333333333,0.277397260273973,0.288659793814433,0.239074550128535,0.210884353741497
1,0.6,1,0,0.0103092783505155,0.00510204081632653,0,0.295,0.0273972602739726,0.0103092783505155,0.012853470437018,0.0272108843537415
0,0.8,0,1,0.865979381443299,0.586734693877551,0.555555555555556,0.808333333333333,0.647260273972603,0.195876288659794,0.596401028277635,0.306122448979592
1,0,0,0,0.381443298969072,0.362244897959184,0.333333333333333,0.408333333333333,0.205479452054794,0.154639175257732,0.25706940874036,0.231292517006803
1,0.8,1,1,0.381443298969072,0.308673469387755,0.555555555555556,0.288333333333333,0.222602739726027,0.242268041237113,0.329048843187661,0.258503401360544
0,0,0,0,0.948453608247423,0.834183673469388,0.111111111111111,0.526666666666667,0.530821917808219,0.257731958762887,0.637532133676093,0.530612244897959
0,1,1,0,0.309278350515464,0.181122448979592,0,0.896666666666667,0.0787671232876712,0.149484536082474,0.254498714652956,0.244897959183673
0,0.6,0,0,0.298969072164948,0.272959183673469,0,0.405,0.205479452054794,0.11340206185567,0.223650385604113,0.163265306122449
0,0,1,0,0.793814432989691,0.660714285714286,0.888888888888889,0.908333333333333,0.48972602739726,0.757731958762887,0.696658097686375,0.428571428571429
0,0.2,0,0,0.309278350515464,0.186224489795918,0.111111111111111,0.486666666666667,0.106164383561644,0.0721649484536082,0.200514138817481,0.319727891156463
0,1,1,1,0.515463917525773,0.454081632653061,0.333333333333333,0.848333333333333,0.0856164383561644,0.355670103092783,0.352185089974293,0.374149659863946
0,0,0,1,0.494845360824742,0.5,0.222222222222222,0.746666666666667,0.287671232876712,0.438144329896907,0.282776349614396,0.204081632653061
0,0.4,0,0,0.45360824742268,0.438775510204082,1,0.495,0.393835616438356,0.314432989690722,0.354755784061697,0.27891156462585
0,0.2,1,0,0.268041237113402,0.165816326530612,0.888888888888889,0.493333333333333,0.273972602739726,0.0206185567010309,0.179948586118252,0.102040816326531
0,0,0,0,0.298969072164948,0.229591836734694,0.222222222222222,0.605,0.0479452054794521,0.0721649484536082,0.200514138817481,0.258503401360544
0,0.8,1,1,0.216494845360825,0.188775510204082,0.777777777777778,0.481666666666667,0.208904109589041,0.22680412371134,0.154241645244216,0.156462585034014
1,0.8,0,0,0.34020618556701,0.219387755102041,0.111111111111111,0.283333333333333,0.0479452054794521,0.11340206185567,0.308483290488432,0.136054421768707
1,0.4,1,0,0.804123711340206,0.502551020408163,0,0.336666666666667,0.143835616438356,0.11340206185567,0.804627249357326,0.673469387755102
1,0.2,1,1,0.0103092783505155,0.0178571428571429,0.444444444444444,0.218333333333333,0.0171232876712329,0.0257731958762887,0.0154241645244216,0.00680272108843537
0,0.2,1,0,0.0309278350515464,0.0357142857142857,0,0.633333333333333,0.0273972602739726,0.0412371134020619,0.0282776349614396,0.0476190476190476
1,0.4,1,1,0.154639175257732,0.122448979591837,0.888888888888889,0.035,0.0719178082191781,0.144329896907216,0.123393316195373,0.102040816326531
1,0.8,0,0,0.34020618556701,0.288265306122449,0.444444444444444,0.0583333333333334,0.219178082191781,0.268041237113402,0.25706940874036,0.156462585034014
0,0.2,0,0,0.164948453608247,0.142857142857143,0.777777777777778,0.84,0.0308219178082192,0.128865979381443,0.120822622107969,0.0680272108843537
1,1,0,1,0.525773195876289,0.456632653061224,0.777777777777778,0.41,0.503424657534247,0.407216494845361,0.336760925449871,0.272108843537415
0,0.8,1,0,0.742268041237113,0.459183673469388,0.444444444444444,0.501666666666667,0.565068493150685,0.649484536082474,0.732647814910026,0.414965986394558
1,0.6,1,1,0.164948453608247,0.155612244897959,1,0.226666666666667,0.0547945205479452,0.149484536082474,0.105398457583548,0.0884353741496599
0,1,0,1,0.721649484536082,0.535714285714286,0,0.835,0.342465753424657,0.0876288659793814,0.516709511568124,0.489795918367347
0,0.4,0,0,0.443298969072165,0.224489795918367,0.888888888888889,0.488333333333333,0,0.0309278350515464,0.311053984575835,0.170068027210884
0,0,1,1,0.185567010309278,0.168367346938775,0.111111111111111,0.173333333333333,0.171232876712329,0.0824742268041237,0.10025706940874,0.204081632653061
0,1,0,1,0.474226804123711,0.408163265306122,0.111111111111111,0.371666666666667,0.304794520547945,0.118556701030928,0.249357326478149,0.190476190476191
1,0,0,1,0.371134020618557,0.278061224489796,1,0.298333333333333,0.0410958904109589,0.329896907216495,0.300771208226221,0.36734693877551
0,0,1,0,0.938144329896907,0.806122448979592,0,0.0516666666666668,0.246575342465753,0.577319587628866,0.601542416452442,0.54421768707483
0,1,0,1,0.77319587628866,0.420918367346939,1,0.473333333333333,0.297945205479452,0.247422680412371,0.593830334190231,0.54421768707483
0,0,0,1,0.608247422680412,0.494897959183674,0.777777777777778,0.63,0.472602739726027,0.118556701030928,0.488431876606684,0.374149659863946
0,1,0,1,0.711340206185567,0.505102040816326,0.111111111111111,0.666666666666667,0.582191780821918,0.149484536082474,0.393316195372751,0.306122448979592
0,0.4,1,1,0.134020618556701,0.119897959183673,0.111111111111111,0.521666666666667,0.154109589041096,0.0670103092783505,0.125964010282776,0.142857142857143
1,0.4,0,1,0.56701030927835,0.377551020408163,0.888888888888889,0.05,0.205479452054794,0.195876288659794,0.419023136246787,0.421768707482993
1,0,1,0,0.597938144329897,0.517857142857143,0.555555555555556,0.0650000000000001,0.11986301369863,0.551546391752577,0.434447300771208,0.557823129251701
0,0.4,1,1,0.701030927835051,0.599489795918367,0.444444444444444,0.648333333333333,0.291095890410959,0.278350515463918,0.395886889460154,0.530612244897959
0,0,0,1,0.670103092783505,0.39030612244898,0.777777777777778,0.78,0.0136986301369863,0.0927835051546392,0.660668380462725,0.258503401360544
1,0,1,0,0.845360824742268,0.561224489795918,0.666666666666667,0.118333333333333,0.287671232876712,0.190721649484536,0.565552699228792,0.619047619047619
1,0.6,0,1,0.278350515463918,0.14030612244898,0.555555555555556,0.0883333333333334,0.291095890410959,0.134020618556701,0.251928020565553,0.210884353741497
1,0.4,0,0,0.268041237113402,0.272959183673469,0.777777777777778,0.375,0.284246575342466,0.0927835051546392,0.141388174807198,0.163265306122449
0,0.2,0,1,0.701030927835051,0.510204081632653,0.888888888888889,0.71,0.400684931506849,0.675257731958763,0.431876606683805,0.612244897959184
0,1,0,1,0.350515463917526,0.311224489795918,0.555555555555556,0.825,0.366438356164384,0.139175257731959,0.277634961439589,0.326530612244898
1,1,0,0,0.268041237113402,0.176020408163265,0.777777777777778,0.206666666666667,0.0342465753424658,0.257731958762887,0.149100257069409,0.217687074829932
0,0.2,0,0,0.865979381443299,0.673469387755102,0.444444444444444,0.725,0.407534246575342,0.469072164948454,0.524421593830334,0.761904761904762
0,0.8,0,1,0.237113402061856,0.206632653061224,0.555555555555556,0.768333333333333,0.219178082191781,0.0670103092783505,0.208226221079691,0.108843537414966
0,0.8,0,0,0.927835051546392,0.76530612244898,0.444444444444444,0.511666666666667,0.825342465753425,0.855670103092784,0.753213367609255,0.605442176870748
0,0,0,1,0.948453608247423,0.913265306122449,0.444444444444444,0.525,0.729452054794521,0.195876288659794,0.696658097686375,0.619047619047619
0,0.6,0,1,0.783505154639175,0.502551020408163,0.666666666666667,0.711666666666667,0.160958904109589,0.371134020618557,0.437017994858612,0.585034013605442
0,0.2,0,1,0.463917525773196,0.369897959183673,0.222222222222222,0.601666666666667,0.294520547945205,0.309278350515464,0.341902313624679,0.435374149659864
0,0.4,0,1,0.422680412371134,0.303571428571429,0.666666666666667,0.698333333333333,0.178082191780822,0.134020618556701,0.352185089974293,0.387755102040816
0,0.8,0,1,0.371134020618557,0.349489795918367,0.222222222222222,0.685,0.328767123287671,0.376288659793814,0.365038560411311,0.210884353741497
0,0.2,1,1,0.917525773195876,0.793367346938775,0.111111111111111,0.00666666666666671,0.486301369863014,0.860824742268041,0.768637532133676,0.653061224489796
1,0.8,0,0,0.814432989690722,0.477040816326531,0.222222222222222,0.125,0.143835616438356,0.747422680412371,0.483290488431877,0.80952380952381
0,0.2,0,1,0.34020618556701,0.176020408163265,0,0.941666666666667,0.143835616438356,0.164948453608247,0.298200514138817,0.285714285714286
1,0.6,0,1,0.65979381443299,0.400510204081633,0.444444444444444,0.35,0.0445205479452055,0.247422680412371,0.334190231362468,0.428571428571429
0,1,1,0,0.257731958762887,0.204081632653061,0.333333333333333,0.888333333333333,0.160958904109589,0.0670103092783505,0.167095115681234,0.224489795918367
0,0.4,1,1,0.742268041237113,0.372448979591837,1,0.545,0.547945205479452,0.520618556701031,0.480719794344473,0.700680272108844
0,0.2,0,1,0.907216494845361,0.846938775510204,0,0.746666666666667,0.273972602739726,0.505154639175258,0.652956298200514,0.782312925170068
0,0.4,0,1,0.195876288659794,0.198979591836735,0.111111111111111,0.486666666666667,0.0719178082191781,0.128865979381443,0.195372750642674,0.183673469387755
0,0,1,1,0.0515463917525773,0.0433673469387755,0.888888888888889,0.583333333333334,0.0171232876712329,0.0670103092783505,0.06426735218509,0.0340136054421769
0,0.2,0,0,0.185567010309278,0.119897959183673,0.222222222222222,0.96,0.0205479452054794,0.149484536082474,0.141388174807198,0.102040816326531
1,0,0,0,0.402061855670103,0.385204081632653,0.777777777777778,0.00666666666666671,0.106164383561644,0.268041237113402,0.408740359897172,0.210884353741497
0,0.4,0,0,0.134020618556701,0.076530612244898,0.111111111111111,0.771666666666667,0.0136986301369863,0.0618556701030928,0.131105398457584,0.0476190476190476
1,1,0,1,0.711340206185567,0.522959183673469,0.222222222222222,0.236666666666667,0.102739726027397,0.365979381443299,0.717223650385604,0.482993197278912
1,0.8,0,1,0.206185567010309,0.122448979591837,0.222222222222222,0.0133333333333334,0.113013698630137,0.134020618556701,0.161953727506427,0.210884353741497
1,0,0,1,0.237113402061856,0.130102040816327,0.222222222222222,0.271666666666667,0.0684931506849315,0.180412371134021,0.203084832904884,0.122448979591837
1,0,0,1,0.65979381443299,0.533163265306122,0.888888888888889,0.128333333333333,0.0376712328767123,0.494845360824742,0.372750642673522,0.646258503401361
1,0.8,1,0,0.618556701030928,0.551020408163265,0.555555555555556,0.27,0.325342465753425,0.103092783505155,0.419023136246787,0.564625850340136
1,1,0,1,0.690721649484536,0.459183673469388,0.111111111111111,0.17,0.434931506849315,0.675257731958763,0.588688946015424,0.414965986394558
1,0.8,1,1,0.938144329896907,0.693877551020408,0.888888888888889,0.0633333333333334,0.73972602739726,0.0257731958762887,0.889460154241645,0.448979591836735
1,1,0,0,0.391752577319588,0.224489795918367,0.444444444444444,0.358333333333333,0.023972602739726,0.329896907216495,0.246786632390745,0.374149659863946
0,0.2,0,0,0.680412371134021,0.576530612244898,0.111111111111111,0.335,0.136986301369863,0.484536082474227,0.437017994858612,0.299319727891156
1,0,0,1,0.350515463917526,0.211734693877551,0.222222222222222,0.381666666666667,0.123287671232877,0.170103092783505,0.282776349614396,0.353741496598639
1,1,0,0,0.670103092783505,0.443877551020408,0.222222222222222,0.303333333333333,0.113013698630137,0.536082474226804,0.467866323907455,0.387755102040816
0,0.2,0,1,0.649484536082474,0.517857142857143,0,0.01,0.547945205479452,0.0979381443298969,0.457583547557841,0.217687074829932
0,0.8,1,0,0.381443298969072,0.221938775510204,0,0.623333333333333,0.301369863013699,0.293814432989691,0.352185089974293,0.210884353741497
0,1,0,1,0.0618556701030928,0.038265306122449,0.333333333333333,0.968333333333333,0.0136986301369863,0.0567010309278351,0.0591259640102828,0.0272108843537415
1,0,1,0,0.175257731958763,0.0892857142857143,0.777777777777778,0.403333333333333,0.0308219178082192,0.0257731958762887,0.0951156812339332,0.142857142857143
0,0.4,1,1,0.422680412371134,0.321428571428571,1,0.53,0.393835616438356,0.185567010309278,0.285347043701799,0.163265306122449
0,0.2,1,0,1,0.979591836734694,0.222222222222222,0.616666666666667,0.667808219178082,0.649484536082474,0.912596401028278,0.442176870748299
0,0.8,1,0,0.22680412371134,0.145408163265306,0.222222222222222,0.686666666666667,0.236301369863014,0.11340206185567,0.146529562982005,0.0816326530612245
0,1,0,1,0.608247422680412,0.566326530612245,0.222222222222222,0.793333333333333,0.606164383561644,0.510309278350515,0.347043701799486,0.326530612244898
1,1,0,1,0.329896907216495,0.288265306122449,0.777777777777778,0.298333333333333,0.318493150684931,0.293814432989691,0.280205655526992,0.163265306122449
0,1,0,0,0.360824742268041,0.349489795918367,0,0.281666666666667,0.133561643835616,0.0309278350515464,0.197943444730077,0.190476190476191
0,0.2,1,1,0.0309278350515464,0.0357142857142857,0.888888888888889,0.528333333333333,0.0171232876712329,0.00515463917525773,0.0282776349614396,0.0340136054421769
0,0.2,0,1,0.979381443298969,0.908163265306122,0,0.698333333333333,0.674657534246575,0.391752577319588,0.516709511568124,0.741496598639456
0,0.2,0,1,0.752577319587629,0.538265306122449,1,0.591666666666667,0.448630136986301,0.530927835051546,0.714652956298201,0.551020408163265
1,0.8,0,1,0.237113402061856,0.221938775510204,0.444444444444444,0.156666666666667,0.232876712328767,0.103092783505155,0.179948586118252,0.204081632653061
1,0.4,1,1,0.371134020618557,0.308673469387755,0.333333333333333,0.0666666666666667,0.0650684931506849,0.134020618556701,0.241645244215938,0.17687074829932
0,0.2,0,0,0.257731958762887,0.247448979591837,0,0.473333333333333,0.226027397260274,0.139175257731959,0.190231362467866,0.231292517006803
0,1,0,1,0.247422680412371,0.211734693877551,0.888888888888889,0.585,0.0376712328767123,0.00515463917525773,0.19280205655527,0.17687074829932
0,0.2,0,0,0.793814432989691,0.683673469387755,0.444444444444444,0.838333333333333,0.688356164383562,0.505154639175258,0.562982005141388,0.448979591836735
0,1,1,0,0.65979381443299,0.339285714285714,0.111111111111111,0.935,0.404109589041096,0.432989690721649,0.367609254498715,0.36734693877551
0,0.2,0,0,0.0618556701030928,0.0535714285714286,0.777777777777778,0.953333333333333,0.0856164383561644,0.0618556701030928,0.0411311053984576,0.0612244897959184
0,0.2,1,1,0.876288659793814,0.693877551020408,0.777777777777778,0.858333333333333,0.277397260273973,0.690721649484536,0.598971722365039,0.401360544217687
0,1,1,0,0.268041237113402,0.201530612244898,0.666666666666667,0.525,0.256849315068493,0.170103092783505,0.16452442159383,0.183673469387755
1,0.6,0,1,0.422680412371134,0.318877551020408,0.777777777777778,0.0766666666666667,0.116438356164384,0.0567010309278351,0.298200514138817,0.258503401360544
0,0.4,1,1,0.45360824742268,0.461734693877551,0,0.425,0.267123287671233,0.123711340206186,0.3573264781491,0.285714285714286
0,0.4,0,1,0.876288659793814,0.665816326530612,0,0.796666666666667,0.294520547945205,0.123711340206186,0.732647814910026,0.700680272108844
0,0.2,1,1,0,0.00255102040816326,0.222222222222222,0.78,0.0136986301369863,0.00515463917525773,0.0077120822622108,0
1,0,1,1,0.608247422680412,0.397959183673469,0.888888888888889,0.26,0.445205479452055,0.556701030927835,0.483290488431877,0.598639455782313
0,0.8,1,0,0.896907216494845,0.530612244897959,0.222222222222222,0.551666666666667,0.147260273972603,0.0103092783505155,0.655526992287918,0.421768707482993
0,1,1,0,0.608247422680412,0.594387755102041,0.111111111111111,0.708333333333334,0.599315068493151,0.262886597938144,0.393316195372751,0.326530612244898
0,0.6,1,0,0.618556701030928,0.329081632653061,0.666666666666667,0.678333333333333,0.592465753424658,0.458762886597938,0.586118251928021,0.285714285714286
1,0.6,0,1,0.814432989690722,0.5,1,0.0783333333333334,0.784246575342466,0.742268041237113,0.758354755784062,0.374149659863946
0,0,1,0,0.824742268041237,0.510204081632653,0.111111111111111,0.61,0.452054794520548,0.525773195876289,0.658097686375321,0.530612244897959
1,0.8,0,0,0.742268041237113,0.438775510204082,0.111111111111111,0.4,0.304794520547945,0.391752577319588,0.452442159383033,0.244897959183673
0,0.8,1,1,0.0927835051546392,0.0688775510204082,0.111111111111111,0.716666666666667,0.0136986301369863,0.0309278350515464,0.0848329048843188,0.0748299319727891
0,0.2,0,1,0.835051546391752,0.443877551020408,0.444444444444444,0.621666666666667,0.815068493150685,0.27319587628866,0.730077120822622,0.285714285714286
0,0.4,1,0,0.649484536082474,0.352040816326531,0,0.681666666666667,0.0376712328767123,0.654639175257732,0.529562982005141,0.272108843537415
0,0,1,0,0.474226804123711,0.477040816326531,0.555555555555556,0.583333333333334,0.243150684931507,0.0515463917525773,0.393316195372751,0.326530612244898
0,0,1,0,0,0.0076530612244898,0.555555555555556,0.638333333333333,0.0171232876712329,0.0103092783505155,0.0025706940874036,0
0,0.2,1,0,0.484536082474227,0.369897959183673,0.555555555555556,0.991666666666667,0.297945205479452,0.422680412371134,0.462724935732648,0.353741496598639
1,0.8,0,0,0.577319587628866,0.464285714285714,0.777777777777778,0.226666666666667,0.0513698630136986,0.283505154639175,0.431876606683805,0.442176870748299
0,0.8,0,1,0.721649484536082,0.581632653061224,0.666666666666667,0.573333333333333,0.458904109589041,0.180412371134021,0.462724935732648,0.285714285714286
0,0.4,0,1,0.391752577319588,0.323979591836735,0.444444444444444,0.42,0.13013698630137,0.0824742268041237,0.393316195372751,0.231292517006803
0,0.2,0,1,0.701030927835051,0.400510204081633,0.111111111111111,0.423333333333333,0.448630136986301,0.443298969072165,0.676092544987147,0.537414965986395
0,1,1,0,0.298969072164948,0.267857142857143,0.444444444444444,0.635,0.178082191780822,0.0876288659793814,0.182519280205656,0.102040816326531
1,0.6,1,1,0.402061855670103,0.346938775510204,1,0.138333333333333,0.0684931506849315,0.118556701030928,0.398457583547558,0.258503401360544
1,0.4,0,0,0.309278350515464,0.153061224489796,0.444444444444444,0.0650000000000001,0.0136986301369863,0.252577319587629,0.179948586118252,0.183673469387755
1,0.2,1,0,0.381443298969072,0.377551020408163,0.555555555555556,0.378333333333333,0.366438356164384,0.262886597938144,0.277634961439589,0.258503401360544
1,0.4,1,0,0.123711340206186,0.0663265306122449,0.555555555555556,0.316666666666667,0.023972602739726,0.0824742268041237,0.133676092544987,0.0884353741496599
0,0.6,1,0,0.515463917525773,0.431122448979592,0.888888888888889,0.78,0.318493150684931,0.283505154639175,0.29305912596401,0.258503401360544
1,1,1,1,0.762886597938144,0.413265306122449,0.333333333333333,0.39,0.308219178082192,0.530927835051546,0.632390745501285,0.564625850340136
1,0.2,0,1,0.484536082474227,0.380102040816327,0.444444444444444,0.215,0.198630136986301,0.376288659793814,0.362467866323907,0.224489795918367
0,0.4,0,0,0.154639175257732,0.086734693877551,1,0.43,0.143835616438356,0.0721649484536082,0.120822622107969,0.170068027210884
1,0.8,1,0,0.711340206185567,0.357142857142857,0.666666666666667,0.395,0.472602739726027,0.536082474226804,0.460154241645244,0.414965986394558
0,0,1,1,0.721649484536082,0.520408163265306,0.444444444444444,0.721666666666667,0.537671232876712,0.618556701030928,0.48586118251928,0.673469387755102
1,0.6,1,1,0.0103092783505155,0.0076530612244898,0.444444444444444,0.358333333333333,0.0136986301369863,0.0103092783505155,0.0179948586118252,0.0136054421768708
0,0.4,1,1,0.371134020618557,0.375,0.666666666666667,0.716666666666667,0.373287671232877,0.149484536082474,0.267352185089974,0.244897959183673
1,0.6,1,1,0.958762886597938,0.573979591836735,0.222222222222222,0.0316666666666667,0.0102739726027397,0.969072164948454,0.868894601542416,0.639455782312925
0,0.8,1,1,0.783505154639175,0.489795918367347,0.666666666666667,0.731666666666667,0.0684931506849315,0.463917525773196,0.516709511568124,0.299319727891156
0,0.8,0,0,0.793814432989691,0.793367346938775,0.333333333333333,0.663333333333333,0.568493150684932,0.587628865979381,0.730077120822622,0.346938775510204
1,0.6,1,1,0.0103092783505155,0.0178571428571429,0.555555555555556,0.281666666666667,0.023972602739726,0.0206185567010309,0.0102827763496144,0.0204081632653061
0,0.4,1,0,0.298969072164948,0.221938775510204,1,0.986666666666667,0.174657534246575,0.288659793814433,0.174807197943445,0.272108843537415
0,0.2,1,1,0.0515463917525773,0.038265306122449,0.777777777777778,0.568333333333333,0.0753424657534247,0.0206185567010309,0.0334190231362468,0.0612244897959184
1,0,0,0,0.865979381443299,0.732142857142857,0.888888888888889,0.301666666666667,0.729452054794521,0.134020618556701,0.704370179948586,0.36734693877551
0,0.8,1,1,0.206185567010309,0.211734693877551,0,0.268333333333333,0.0513698630136986,0.154639175257732,0.113110539845758,0.142857142857143
0,0,1,1,0.896907216494845,0.579081632653061,0.555555555555556,0.735,0.195205479452055,0.577319587628866,0.688946015424165,0.482993197278912
0,0.2,0,1,0.814432989690722,0.801020408163265,0.444444444444444,0.758333333333333,0.00342465753424658,0.654639175257732,0.766066838046273,0.319727891156463
0,0,0,0,0.896907216494845,0.543367346938775,0.444444444444444,0.42,0.0821917808219178,0.510309278350515,0.524421593830334,0.80952380952381
1,0.8,1,1,0.639175257731959,0.602040816326531,0.222222222222222,0,0.558219178082192,0.597938144329897,0.632390745501285,0.476190476190476
0,1,0,0,0.237113402061856,0.155612244897959,0.777777777777778,0.483333333333333,0.113013698630137,0.201030927835052,0.141388174807198,0.238095238095238
0,0.2,0,1,0.876288659793814,0.857142857142857,0.444444444444444,0.776666666666667,0.561643835616438,0.0360824742268041,0.493573264781491,0.612244897959184
0,0,0,0,0.711340206185567,0.397959183673469,0.666666666666667,0.743333333333333,0.328767123287671,0.201030927835052,0.596401028277635,0.54421768707483
0,0,0,0,0.0103092783505155,0.0102040816326531,0.777777777777778,0.798333333333333,0.0102739726027397,0,0.0179948586118252,0.0272108843537415
